gene_id	n_transcripts	max_prop_range	mean_prop_sd
LOC107444322	3	0.999999999993333	0.39646643089042
LOC107444356	2	0.999999999993333	0.577350269182059
LOC107446127	1	0.999999999993333	0.499999999987778
LOC107447493	2	0.999999999993333	0.538675134571496
LOC107450782	1	0.999999999993333	0.499999999990556
LOC107450876	2	0.999999999993333	0.499999999991042
LOC107451852	1	0.999999999993333	0.499999999978056
LOC107451950	2	0.999999999993333	0.473594320223845
LOC107452828	2	0.999999999993333	0.43154243959984
LOC107453525	3	0.999999999993333	0.525783423054365
LOC107454714	2	0.999999999993333	0.577350269182369
LOC107455319	3	0.999999999993333	0.49999999999404
LOC107437445	1	0.999999999992857	0.57735026917313
LOC107438417	1	0.999999999992857	0.57735026918344
LOC107442626	2	0.999999999992857	0.499999999973214
LOC107443453	2	0.999999999992857	0.49999999999369
LOC107443670	1	0.999999999992857	0.57735026918179
LOC107444219	1	0.999999999992857	0.57735026918179
LOC107448201	2	0.999999999992857	0.577350269184345
LOC107452324	1	0.999999999992857	0.577350269182753
LOC107453504	2	0.999999999992857	0.499795023354127
LOC107454469	1	0.999999999992857	0.577350269180347
LOC107454885	1	0.999999999992857	0.577350269158696
LOC107457213	2	0.999999999992857	0.560011449575079
LOC122270057	2	0.999999999992857	0.44646818537511
LOC122270749	1	0.999999999992704	0.499999999993948
LOC122268328	1	0.999999999992319	0.577350269182597
LOC107446986	2	0.999999999992319	0.484274394043935
LOC107437872	1	0.999999999992308	0.577350269172971
LOC107438676	1	0.999999999992308	0.577350269180188
LOC107438826	3	0.999999999992308	0.412076385090823
LOC107440297	1	0.999999999992308	0.577350269181632
LOC107442611	1	0.999999999992308	0.577350269158538
LOC107442615	4	0.999999999992308	0.360891351921531
LOC107442766	3	0.999999999992308	0.525783423053164
LOC107443698	1	0.999999999992308	0.577350269172971
LOC107444039	1	0.999999999992308	0.577350269184781
LOC107444065	2	0.999999999992308	0.577350269170473
LOC107444587	2	0.999999999992308	0.499999999991827
LOC107448249	1	0.999999999992308	0.577350269172971
LOC107448270	1	0.999999999992308	0.577350269184198
LOC107448573	2	0.999999999992308	0.577350269168308
LOC107448680	3	0.999999999992308	0.350126444572316
LOC107450334	1	0.999999999992308	0.499999999986218
LOC107451939	2	0.999999999992308	0.489095134281897
LOC107454280	1	0.999999999992308	0.499999999993869
LOC107454960	1	0.999999999992308	0.577350269158538
LOC107454965	1	0.999999999992308	0.577350269158538
LOC107455346	1	0.999999999992308	0.577350269182594
LOC107456452	1	0.999999999992308	0.577350269183797
LOC107456664	2	0.999999999992308	0.569757646838118
LOC139425292	2	0.999999999992308	0.36435677693557
LOC107437375	1	0.999999999991667	0.499999999993194
LOC107437618	2	0.999999999991667	0.472635055636412
LOC107437738	1	0.999999999991667	0.577350269158353
LOC107438111	1	0.999999999991667	0.499999999988889
LOC107439681	1	0.999999999991667	0.577350269158353
LOC107440924	1	0.999999999991667	0.577350269172786
LOC107443943	3	0.999999999991667	0.430737734180756
LOC107444592	3	0.999999999991667	0.408555935003242
LOC107444996	1	0.999999999991667	0.499999999991667
LOC107449479	3	0.999999999991667	0.525783423040611
LOC107450122	1	0.999999999991667	0.499999999990675
LOC107452544	1	0.999999999991667	0.577350269177598
LOC107452636	2	0.999999999991667	0.558859230797621
LOC107452689	2	0.999999999991667	0.577350269166772
LOC107453949	2	0.999999999991667	0.480479855946
LOC107454198	1	0.999999999991667	0.499999999988194
LOC107455565	2	0.999999999991667	0.499999999972917
LOC107456044	1	0.999999999991667	0.499999999994861
LOC107456596	3	0.999999999991667	0.499999999981944
LOC107457256	1	0.999999999991667	0.577350269184333
LOC107457429	1	0.999999999991667	0.499999999990675
LOC122270715	2	0.999999999991621	0.443599919313802
LOC107441395	1	0.999999999990954	0.499999999984604
LOC107436635	1	0.999999999990909	0.499999999981818
LOC107436961	2	0.999999999990909	0.499999999993561
LOC107438532	1	0.999999999990909	0.577350269183794
LOC107438704	1	0.999999999990909	0.499999999977651
LOC107440390	1	0.999999999990909	0.577350269158134
LOC107441892	2	0.999999999990909	0.499999999972727
LOC107441897	2	0.999999999990909	0.499999999994034
LOC107444336	2	0.999999999990909	0.499999999991477
LOC107448011	2	0.999999999990909	0.499999999985227
LOC107448783	1	0.999999999990909	0.577350269177379
LOC107449634	2	0.999999999990909	0.538675134582439
LOC107450353	3	0.999999999990909	0.359654180321648
LOC107450414	3	0.999999999990909	0.378387847890059
LOC107450940	2	0.999999999990909	0.538675134583105
LOC107451118	1	0.999999999990909	0.577350269172568
LOC107452591	1	0.999999999990909	0.577350269183794
LOC107452893	2	0.999999999990909	0.533046221712817
LOC107454903	2	0.999999999990909	0.499999999982576
LOC107454944	1	0.999999999990909	0.577350269172568
LOC122270584	1	0.999999999990909	0.482348680923431
LOC139425942	1	0.999999999990909	0.499999999965151
