tx_id	ERR9871746	ERR9871747	ERR9871748	ERR9871749	gene_id	prop_ERR9871746	prop_ERR9871747	prop_ERR9871748	prop_ERR9871749	prop_mean	prop_sd	prop_max	prop_min	prop_range
XM_043044077.2	0	11	5	8	LOC107441897	0	0.999999999990909	0.99999999998	0.9999999999875	0.749999999989602	0.499999999993068	0.999999999990909	0	0.999999999990909
XM_071177396.1	11	0	3	0	LOC107449634	0.999999999990909	0	0.999999999966667	0	0.499999999989394	0.577350269177379	0.999999999990909	0	0.999999999990909
XM_043040963.2	0	0	11	2	LOC107454944	0	0	0.999999999990909	0.99999999995	0.499999999985227	0.577350269172568	0.999999999990909	0	0.999999999990909
XM_071178411.1	11	0	0	0	LOC107450353	0.999999999990909	0	0	0	0.249999999997727	0.499999999995455	0.999999999990909	0	0.999999999990909
XM_071178621.1	0	0	11	0	LOC107450414	0	0	0.999999999990909	0	0.249999999997727	0.499999999995455	0.999999999990909	0	0.999999999990909
XM_043038728.2	0	6	0	11	LOC107440751	0	0.999999999983333	0	0.999999999990909	0.499999999993561	0.57735026918219	0.999999999990909	0	0.999999999990909
XM_016069097.4	11	9	0	0	LOC107452591	0.999999999990909	0.999999999988889	0	0	0.499999999994949	0.577350269183794	0.999999999990909	0	0.999999999990909
XM_043049962.2	1	3	0	11	LOC107444741	0.9999999999	0.999999999966667	0	0.999999999990909	0.749999999964394	0.499999999976263	0.999999999990909	0	0.999999999990909
XM_043050510.2	0	0	11	1	LOC107440390	0	0	0.999999999990909	0.9999999999	0.499999999972727	0.577350269158134	0.999999999990909	0	0.999999999990909
XM_016058470.3	0	0	11	5	LOC107444356	0	0	0.999999999990909	0.99999999998	0.499999999992727	0.577350269181228	0.999999999990909	0	0.999999999990909
XM_043048503.2	2	0	25.259	11	LOC122270584	0.99999999995	0	0.870999999996997	0.999999999990909	0.717749999984476	0.482348680923431	0.999999999990909	0	0.999999999990909
XM_071181235.1	7	3	0	11	LOC107449342	0.999999999985714	0.999999999966667	0	0.999999999990909	0.749999999985822	0.499999999990548	0.999999999990909	0	0.999999999990909
XM_043043588.2	0	0	0	11	LOC107455319	0	0	0	0.999999999990909	0.249999999997727	0.499999999995455	0.999999999990909	0	0.999999999990909
XM_071182370.1	0	0	11	2	LOC107451118	0	0	0.999999999990909	0.99999999995	0.499999999985227	0.577350269172568	0.999999999990909	0	0.999999999990909
XR_011637036.1	0	0	29.766	11	LOC107452893	0	0	0.960193548383999	0.999999999990909	0.490048387093727	0.5660924434423	0.999999999990909	0	0.999999999990909
XM_016063106.3	0	0	11	0	LOC107448011	0	0	0.999999999990909	0	0.249999999997727	0.499999999995455	0.999999999990909	0	0.999999999990909
XM_071182871.1	1	0	11	1	LOC139425942	0.9999999999	0	0.999999999990909	0.9999999999	0.749999999947727	0.499999999965151	0.999999999990909	0	0.999999999990909
XM_016055288.3	0	0	11	0	LOC107441892	0	0	0.999999999990909	0	0.249999999997727	0.499999999995455	0.999999999990909	0	0.999999999990909
XM_071183201.1	4	0	11	1	LOC107438704	0.999999999975	0	0.999999999990909	0.9999999999	0.749999999966477	0.499999999977651	0.999999999990909	0	0.999999999990909
XM_071183397.1	0	0	11	3	LOC107448783	0	0	0.999999999990909	0.999999999966667	0.499999999989394	0.577350269177379	0.999999999990909	0	0.999999999990909
XM_071183707.1	0	0	11	7	LOC107450940	0	0	0.999999999990909	0.999999999985714	0.499999999994156	0.577350269182877	0.999999999990909	0	0.999999999990909
XM_043039893.2	4	1	11	0	LOC107454903	0.999999999975	0.9999999999	0.999999999990909	0	0.749999999966477	0.499999999977651	0.999999999990909	0	0.999999999990909
XM_071185265.1	0	11	0	0	LOC107440935	0	0.999999999990909	0	0	0.249999999997727	0.499999999995455	0.999999999990909	0	0.999999999990909
XR_011637932.1	0	0	11	0	LOC107436961	0	0	0.999999999990909	0	0.249999999997727	0.499999999995455	0.999999999990909	0	0.999999999990909
XM_071187202.1	0	0	55.601	11	LOC107448056	0	0	0.868765624998643	0.999999999990909	0.467191406247388	0.542120057698001	0.999999999990909	0	0.999999999990909
XM_016050842.3	0	0	11	9	LOC107438532	0	0	0.999999999990909	0.999999999988889	0.499999999994949	0.577350269183794	0.999999999990909	0	0.999999999990909
XM_016051674.3	11	1	0	0	LOC107439178	0.999999999990909	0.9999999999	0	0	0.499999999972727	0.577350269158134	0.999999999990909	0	0.999999999990909
XM_043040292.2	2	0	11	2	LOC107436635	0.99999999995	0	0.999999999990909	0.99999999995	0.749999999972727	0.499999999981818	0.999999999990909	0	0.999999999990909
XM_071176977.1	0	0	15.837	11	LOC122271845	0	0	0.368302325580539	0.999999999990909	0.342075581392862	0.471728661226908	0.999999999990909	0	0.999999999990909
XM_071187999.1	0	10.087	0	0	LOC107451254	0	0.999999999990086	0	0	0.249999999997522	0.499999999995043	0.999999999990086	0	0.999999999990086
XM_071179335.1	0	0	10.035	6.45	LOC107444814	0	0	0.999999999990035	0.999999999984496	0.499999999993633	0.577350269182274	0.999999999990035	0	0.999999999990035
XM_071182424.1	0	0	10	7	LOC107449158	0	0	0.99999999999	0.999999999985714	0.499999999993929	0.577350269182615	0.99999999999	0	0.99999999999
XM_071187232.1	10	1	0	0	LOC139426967	0.99999999999	0.9999999999	0	0	0.4999999999725	0.577350269157871	0.99999999999	0	0.99999999999
XM_043044074.2	10	0	0	0	LOC107441897	0.99999999999	0	0	0	0.2499999999975	0.499999999995	0.99999999999	0	0.99999999999
XM_016071899.4	10	0	0	0	LOC107454647	0.99999999999	0	0	0	0.2499999999975	0.499999999995	0.99999999999	0	0.99999999999
XM_016058925.3	0	0	23	10	LOC107444714	0	0	0.821428571425638	0.99999999999	0.455357142853909	0.530830917129633	0.99999999999	0	0.99999999999
XR_011636107.1	0	0	10	3	LOC107441320	0	0	0.99999999999	0.999999999966667	0.499999999989167	0.577350269177117	0.99999999999	0	0.99999999999
XM_043038988.2	15.305	10	0	0	LOC107453504	0.665434782605802	0.99999999999	0	0	0.416358695648951	0.499795023355125	0.99999999999	0	0.99999999999
XM_071177676.1	1	0	10	6	LOC107454481	0.9999999999	0	0.99999999999	0.999999999983333	0.749999999968333	0.499999999978889	0.99999999999	0	0.99999999999
XM_071178075.1	10	3	0	0	LOC107452047	0.99999999999	0.999999999966667	0	0	0.499999999989167	0.577350269177117	0.99999999999	0	0.99999999999
XM_016063753.3	10	0	0	0	LOC107448515	0.99999999999	0	0	0	0.2499999999975	0.499999999995	0.99999999999	0	0.99999999999
XM_071178368.1	0	0	10	7	LOC107438567	0	0	0.99999999999	0.999999999985714	0.499999999993929	0.577350269182615	0.99999999999	0	0.99999999999
XM_071178497.1	0	0	10	0	LOC107438379	0	0	0.99999999999	0	0.2499999999975	0.499999999995	0.99999999999	0	0.99999999999
XM_043038574.2	0	0	10	3	LOC122268551	0	0	0.99999999999	0.999999999966667	0.499999999989167	0.577350269177117	0.99999999999	0	0.99999999999
XM_071180960.1	0	0	12.23	10	LOC107451091	0	0	0.67944444444067	0.99999999999	0.419861111107667	0.502165757022861	0.99999999999	0	0.99999999999
XM_043050437.2	0	0	10	10	LOC107449343	0	0	0.99999999999	0.99999999999	0.499999999995	0.577350269183852	0.99999999999	0	0.99999999999
XM_043040315.2	0	0	10	0	LOC107436166	0	0	0.99999999999	0	0.2499999999975	0.499999999995	0.99999999999	0	0.99999999999
XM_016049526.4	10	0	4	2	LOC107437505	0.99999999999	0	0.999999999975	0.99999999995	0.74999999997875	0.499999999985833	0.99999999999	0	0.99999999999
XM_043039188.2	0	0	10	0	LOC107438883	0	0	0.99999999999	0	0.2499999999975	0.499999999995	0.99999999999	0	0.99999999999
XR_011636760.1	2	0	6	10	LOC139425551	0.99999999995	0	0.999999999983333	0.99999999999	0.749999999980833	0.499999999987222	0.99999999999	0	0.99999999999
XM_071182413.1	0	0	10	0	LOC107449074	0	0	0.99999999999	0	0.2499999999975	0.499999999995	0.99999999999	0	0.99999999999
XM_016058418.4	0	0	10	4	LOC107444310	0	0	0.99999999999	0.999999999975	0.49999999999125	0.577350269179522	0.99999999999	0	0.99999999999
XM_043056441.2	10	0	0	0	LOC107450457	0.99999999999	0	0	0	0.2499999999975	0.499999999995	0.99999999999	0	0.99999999999
XM_071184098.1	0	10	0	0	LOC107453296	0	0.99999999999	0	0	0.2499999999975	0.499999999995	0.99999999999	0	0.99999999999
XM_016049871.3	0	0	10	0	LOC107437770	0	0	0.99999999999	0	0.2499999999975	0.499999999995	0.99999999999	0	0.99999999999
XM_021144239.3	0	0	10	0	LOC107454785	0	0	0.99999999999	0	0.2499999999975	0.499999999995	0.99999999999	0	0.99999999999
XM_016066534.4	10	7	0	0	LOC107450681	0.99999999999	0.999999999985714	0	0	0.499999999993929	0.577350269182615	0.99999999999	0	0.99999999999
XM_071186669.1	0	0	10	9	LOC107454144	0	0	0.99999999999	0.999999999988889	0.499999999994722	0.577350269183531	0.99999999999	0	0.99999999999
XM_043038920.2	0	1	10	0	LOC107443007	0	0.9999999999	0.99999999999	0	0.4999999999725	0.577350269157871	0.99999999999	0	0.99999999999
XM_043038863.2	0	0	10	0	LOC107450996	0	0	0.99999999999	0	0.2499999999975	0.499999999995	0.99999999999	0	0.99999999999
XM_016070581.3	0	0	0	10	LOC107453671	0	0	0	0.99999999999	0.2499999999975	0.499999999995	0.99999999999	0	0.99999999999
XM_043046902.1	0	0	10	2	LOC107451058	0	0	0.99999999999	0.99999999995	0.499999999985	0.577350269172305	0.99999999999	0	0.99999999999
XR_011638186.1	10	5	0	0	LOC107452636	0.99999999999	0.99999999998	0	0	0.4999999999925	0.577350269180966	0.99999999999	0	0.99999999999
XM_043050279.2	0	1	10	1	LOC122268374	0	0.9999999999	0.99999999999	0.9999999999	0.7499999999475	0.499999999965	0.99999999999	0	0.99999999999
XM_016047817.3	1	0	10	10	LOC107436206	0.9999999999	0	0.99999999999	0.99999999999	0.74999999997	0.49999999998	0.99999999999	0	0.99999999999
XM_043044020.2	1	0	9.38	1	LOC107449635	0.9999999999	0	0.999999999989339	0.9999999999	0.749999999947335	0.49999999996489	0.999999999989339	0	0.999999999989339
XM_016060045.3	0	0	9.064	0	LOC107445611	0	0	0.999999999988967	0	0.249999999997242	0.499999999994484	0.999999999988967	0	0.999999999988967
XM_043044335.2	9	0	0	0	LOC107439755	0.999999999988889	0	0	0	0.249999999997222	0.499999999994444	0.999999999988889	0	0.999999999988889
XM_071181506.1	9	8	0	0	LOC107436692	0.999999999988889	0.9999999999875	0	0	0.499999999994097	0.57735026918281	0.999999999988889	0	0.999999999988889
XM_016059208.4	9	5	0	0	LOC107444933	0.999999999988889	0.99999999998	0	0	0.499999999992222	0.577350269180645	0.999999999988889	0	0.999999999988889
XM_071184380.1	0	0	8	9	LOC107454789	0	0	0.9999999999875	0.999999999988889	0.499999999994097	0.57735026918281	0.999999999988889	0	0.999999999988889
XM_071177297.1	0	0	17.546	9	LOC139424954	0	0	0.701839999997193	0.999999999988889	0.42545999999652	0.506133888474081	0.999999999988889	0	0.999999999988889
XM_071177353.1	9	2	0	0	LOC107443547	0.999999999988889	0.99999999995	0	0	0.499999999984722	0.577350269171985	0.999999999988889	0	0.999999999988889
XM_071177410.1	9	2	0	0	LOC107444653	0.999999999988889	0.99999999995	0	0	0.499999999984722	0.577350269171985	0.999999999988889	0	0.999999999988889
XM_043052055.2	9	5	0	7	LOC107441727	0.999999999988889	0.99999999998	0	0.999999999985714	0.749999999988651	0.499999999992434	0.999999999988889	0	0.999999999988889
XM_043052470.2	9	4	0	0	LOC107439279	0.999999999988889	0.999999999975	0	0	0.499999999990972	0.577350269179201	0.999999999988889	0	0.999999999988889
XM_071178344.1	0	0	9	1	LOC107447492	0	0	0.999999999988889	0.9999999999	0.499999999972222	0.577350269157551	0.999999999988889	0	0.999999999988889
XM_016066789.4	0	0	9	0	LOC107450867	0	0	0.999999999988889	0	0.249999999997222	0.499999999994444	0.999999999988889	0	0.999999999988889
XM_016062355.3	0	0	8	9	LOC107447435	0	0	0.9999999999875	0.999999999988889	0.499999999994097	0.57735026918281	0.999999999988889	0	0.999999999988889
XM_043043124.2	0	0	9	4	LOC107439444	0	0	0.999999999988889	0.999999999975	0.499999999990972	0.577350269179201	0.999999999988889	0	0.999999999988889
XM_071178578.1	9	3	0	0	LOC107452311	0.999999999988889	0.999999999966667	0	0	0.499999999988889	0.577350269176796	0.999999999988889	0	0.999999999988889
XM_043043101.2	9	3	2	0	LOC107452310	0.999999999988889	0.999999999966667	0.99999999995	0	0.749999999976389	0.499999999984259	0.999999999988889	0	0.999999999988889
XM_071178655.1	0	0	9	3	LOC107438615	0	0	0.999999999988889	0.999999999966667	0.499999999988889	0.577350269176796	0.999999999988889	0	0.999999999988889
XM_043045333.2	9	2	2	0	LOC107444049	0.999999999988889	0.99999999995	0.99999999995	0	0.749999999972222	0.499999999981481	0.999999999988889	0	0.999999999988889
XM_043049465.2	0	0	9	7	LOC107440657	0	0	0.999999999988889	0.999999999985714	0.499999999993651	0.577350269182294	0.999999999988889	0	0.999999999988889
XM_016073219.3	10.159	8.701	9	0	LOC107455595	0.725642857137674	0.790999999992809	0.999999999988889	0	0.629160714279843	0.435455982662174	0.999999999988889	0	0.999999999988889
XM_016054556.3	0	0	0	9	LOC107441334	0	0	0	0.999999999988889	0.249999999997222	0.499999999994444	0.999999999988889	0	0.999999999988889
XM_071180142.1	0	0	9	3	LOC107439483	0	0	0.999999999988889	0.999999999966667	0.499999999988889	0.577350269176796	0.999999999988889	0	0.999999999988889
XM_071180171.1	9	3	0	0	LOC107456464	0.999999999988889	0.999999999966667	0	0	0.499999999988889	0.577350269176796	0.999999999988889	0	0.999999999988889
XR_011636669.1	1	0	9	1	LOC139425412	0.9999999999	0	0.999999999988889	0.9999999999	0.749999999947222	0.499999999964815	0.999999999988889	0	0.999999999988889
XM_071181226.1	0	0	9	2	LOC107445985	0	0	0.999999999988889	0.99999999995	0.499999999984722	0.577350269171985	0.999999999988889	0	0.999999999988889
XM_071181289.1	0	0	9	1	LOC107444931	0	0	0.999999999988889	0.9999999999	0.499999999972222	0.577350269157551	0.999999999988889	0	0.999999999988889
XM_016075191.3	0	0	9	0	LOC107457112	0	0	0.999999999988889	0	0.249999999997222	0.499999999994444	0.999999999988889	0	0.999999999988889
XM_043055386.2	9.793	9	0	0	LOC122272142	0.426041938569451	0.999999999988889	0	0	0.356510484639585	0.473678101234015	0.999999999988889	0	0.999999999988889
XM_043045238.2	3.384	0	9	4.844	LOC110283198	0.338399999996616	0	0.999999999988889	0.807333333319878	0.536433333326346	0.452864507570206	0.999999999988889	0	0.999999999988889
XM_071180743.1	0	0	9	0	LOC107450476	0	0	0.999999999988889	0	0.249999999997222	0.499999999994444	0.999999999988889	0	0.999999999988889
XM_043039667.2	9	0	0	0	LOC107445402	0.999999999988889	0	0	0	0.249999999997222	0.499999999994444	0.999999999988889	0	0.999999999988889
XM_043040730.2	0	0	9	1	LOC107440819	0	0	0.999999999988889	0.9999999999	0.499999999972222	0.577350269157551	0.999999999988889	0	0.999999999988889
XM_071182807.1	0	0	9	5	LOC107452498	0	0	0.999999999988889	0.99999999998	0.499999999992222	0.577350269180645	0.999999999988889	0	0.999999999988889
XM_016072415.4	4	0	9	2	LOC107455017	0.999999999975	0	0.999999999988889	0.99999999995	0.749999999978472	0.499999999985648	0.999999999988889	0	0.999999999988889
XM_043045170.2	0	0	9	1	LOC107441685	0	0	0.999999999988889	0.9999999999	0.499999999972222	0.577350269157551	0.999999999988889	0	0.999999999988889
XM_071183298.1	1	0	9	1	LOC107455636	0.9999999999	0	0.999999999988889	0.9999999999	0.749999999947222	0.499999999964815	0.999999999988889	0	0.999999999988889
XM_043040130.2	0	2	9	6	LOC107439330	0	0.99999999995	0.999999999988889	0.999999999983333	0.749999999980556	0.499999999987037	0.999999999988889	0	0.999999999988889
XM_071183639.1	6	9	0	0	LOC107440795	0.999999999983333	0.999999999988889	0	0	0.499999999993056	0.577350269181607	0.999999999988889	0	0.999999999988889
XM_071182900.1	9	1	0	0	LOC122272351	0.999999999988889	0.9999999999	0	0	0.499999999972222	0.577350269157551	0.999999999988889	0	0.999999999988889
XM_043040859.2	4	0	9	3	LOC107441513	0.999999999975	0	0.999999999988889	0.999999999966667	0.749999999982639	0.499999999988426	0.999999999988889	0	0.999999999988889
XM_043047857.2	0	0	9	2	LOC107456996	0	0	0.999999999988889	0.99999999995	0.499999999984722	0.577350269171985	0.999999999988889	0	0.999999999988889
XM_043042469.2	0	0	9.428	9	LOC107447674	0	0	0.725230769225191	0.999999999988889	0.43130769230352	0.510507710306772	0.999999999988889	0	0.999999999988889
XM_016070069.3	0	0	9	2	LOC107453297	0	0	0.999999999988889	0.99999999995	0.499999999984722	0.577350269171985	0.999999999988889	0	0.999999999988889
XM_071184279.1	9	0	0	0	LOC107454668	0.999999999988889	0	0	0	0.249999999997222	0.499999999994444	0.999999999988889	0	0.999999999988889
XM_071185098.1	9	4	3	0	LOC107446295	0.999999999988889	0.999999999975	0.999999999966667	0	0.749999999982639	0.499999999988426	0.999999999988889	0	0.999999999988889
XM_016067750.3	0	0	9	3	LOC107451597	0	0	0.999999999988889	0.999999999966667	0.499999999988889	0.577350269176796	0.999999999988889	0	0.999999999988889
XM_016069449.4	0	0	9	1	LOC107452838	0	0	0.999999999988889	0.9999999999	0.499999999972222	0.577350269157551	0.999999999988889	0	0.999999999988889
XM_016073337.4	0	0	0	9	LOC107455694	0	0	0	0.999999999988889	0.249999999997222	0.499999999994444	0.999999999988889	0	0.999999999988889
XM_071186312.1	9	9	0	3	LOC107448066	0.999999999988889	0.999999999988889	0	0.999999999966667	0.749999999986111	0.499999999990741	0.999999999988889	0	0.999999999988889
XM_071186091.1	5	1	9	0	LOC107446241	0.99999999998	0.9999999999	0.999999999988889	0	0.749999999967222	0.499999999978148	0.999999999988889	0	0.999999999988889
XM_071186276.1	9	6	2	0	LOC107451545	0.999999999988889	0.999999999983333	0.99999999995	0	0.749999999980556	0.499999999987037	0.999999999988889	0	0.999999999988889
XM_016063665.3	9	7	0	0	LOC107448470	0.999999999988889	0.999999999985714	0	0	0.499999999993651	0.577350269182294	0.999999999988889	0	0.999999999988889
XM_016073396.3	0	0	9	0	LOC107455726	0	0	0.999999999988889	0	0.249999999997222	0.499999999994444	0.999999999988889	0	0.999999999988889
XM_021147612.3	9	0	0	0	LOC107455838	0.999999999988889	0	0	0	0.249999999997222	0.499999999994444	0.999999999988889	0	0.999999999988889
XM_016070181.3	9	5	0	0	LOC107453368	0.999999999988889	0.99999999998	0	0	0.499999999992222	0.577350269180645	0.999999999988889	0	0.999999999988889
XM_071186418.1	0	8.841	0	0	LOC107448774	0	0.999999999988689	0	0	0.249999999997172	0.499999999994345	0.999999999988689	0	0.999999999988689
XM_043051273.2	7	8	0	0	LOC107445970	0.999999999985714	0.9999999999875	0	0	0.499999999993304	0.577350269181893	0.9999999999875	0	0.9999999999875
XR_011637541.1	0	0	8	5	LOC122269411	0	0	0.9999999999875	0.99999999998	0.499999999991875	0.577350269180244	0.9999999999875	0	0.9999999999875
XR_011637566.1	0	0	8	0	LOC122270928	0	0	0.9999999999875	0	0.249999999996875	0.49999999999375	0.9999999999875	0	0.9999999999875
XM_071185032.1	0	0	8	2	LOC107449318	0	0	0.9999999999875	0.99999999995	0.499999999984375	0.577350269171583	0.9999999999875	0	0.9999999999875
XM_043052570.1	0	0	8	2	LOC107447904	0	0	0.9999999999875	0.99999999995	0.499999999984375	0.577350269171583	0.9999999999875	0	0.9999999999875
XM_043051386.2	0	8	0	0	LOC107453330	0	0.9999999999875	0	0	0.249999999996875	0.49999999999375	0.9999999999875	0	0.9999999999875
XM_043055114.2	8	5	4	0	LOC107445306	0.9999999999875	0.99999999998	0.999999999975	0	0.749999999985625	0.499999999990417	0.9999999999875	0	0.9999999999875
XM_016070105.3	0	8	0	0	LOC107453327	0	0.9999999999875	0	0	0.249999999996875	0.49999999999375	0.9999999999875	0	0.9999999999875
XM_016074596.3	26.485	8	0	0	LOC107456664	0.945892857139479	0.9999999999875	0	0	0.486473214281745	0.562165024498453	0.9999999999875	0	0.9999999999875
XM_071177817.1	8	2	0	0	LOC107449664	0.9999999999875	0.99999999995	0	0	0.499999999984375	0.577350269171583	0.9999999999875	0	0.9999999999875
XM_016051140.3	0	0	8	4	LOC107438771	0	0	0.9999999999875	0.999999999975	0.499999999990625	0.5773502691788	0.9999999999875	0	0.9999999999875
XM_021147524.3	8	1	0	0	LOC107439782	0.9999999999875	0.9999999999	0	0	0.499999999971875	0.57735026915715	0.9999999999875	0	0.9999999999875
XM_043048426.2	0	0	0	8	LOC107446905	0	0	0	0.9999999999875	0.249999999996875	0.49999999999375	0.9999999999875	0	0.9999999999875
XM_016050664.4	8	3	0	0	LOC107438382	0.9999999999875	0.999999999966667	0	0	0.499999999988542	0.577350269176395	0.9999999999875	0	0.9999999999875
XM_071178620.1	13.45	7	0	8	LOC107450414	0.672499999996638	0.999999999985714	0	0.9999999999875	0.668124999992463	0.47141354367554	0.9999999999875	0	0.9999999999875
XM_043045327.2	8	0	0	0	LOC107444027	0.9999999999875	0	0	0	0.249999999996875	0.49999999999375	0.9999999999875	0	0.9999999999875
XM_071179474.1	22.892	8	0	12.039	LOC122269728	0.953833333329359	0.9999999999875	0	0.547227272724785	0.625265151510411	0.463835343265134	0.9999999999875	0	0.9999999999875
XM_043056865.1	8	2	0	0	LOC107456824	0.9999999999875	0.99999999995	0	0	0.499999999984375	0.577350269171583	0.9999999999875	0	0.9999999999875
XR_001585607.3	3.841	2.299	0	8	LOC107455595	0.274357142855183	0.2089999999981	0	0.9999999999875	0.370839285710196	0.435455982660962	0.9999999999875	0	0.9999999999875
XM_016065603.4	0	0	8	2	LOC107449923	0	0	0.9999999999875	0.99999999995	0.499999999984375	0.577350269171583	0.9999999999875	0	0.9999999999875
XM_071180018.1	8	1	0	0	LOC107450689	0.9999999999875	0.9999999999	0	0	0.499999999971875	0.57735026915715	0.9999999999875	0	0.9999999999875
XR_011636639.1	1	8	0	0	LOC107436521	0.9999999999	0.9999999999875	0	0	0.499999999971875	0.57735026915715	0.9999999999875	0	0.9999999999875
XM_071180121.1	0	8	0	0	LOC107445347	0	0.9999999999875	0	0	0.249999999996875	0.49999999999375	0.9999999999875	0	0.9999999999875
XM_071180143.1	0	8	39.84	16.332	LOC107439482	0	0.9999999999875	0.829999999998271	0.710086956518652	0.635021739126106	0.439739714353494	0.9999999999875	0	0.9999999999875
XM_043041931.2	3	0	8	1	LOC107441209	0.999999999966667	0	0.9999999999875	0.9999999999	0.749999999963542	0.499999999975694	0.9999999999875	0	0.9999999999875
XM_071180947.1	0	0	10.048	8	LOC107457388	0	0	0.558222222219121	0.9999999999875	0.389555555551655	0.484629730106611	0.9999999999875	0	0.9999999999875
XM_071180964.1	8	2	0	0	LOC107443909	0.9999999999875	0.99999999995	0	0	0.499999999984375	0.577350269171583	0.9999999999875	0	0.9999999999875
XM_071181280.1	0	0	16.73	8	LOC122272543	0	0	0.880526315784839	0.9999999999875	0.470131578943085	0.545047944890035	0.9999999999875	0	0.9999999999875
XM_071180576.1	0	0	8	0	LOC107451618	0	0	0.9999999999875	0	0.249999999996875	0.49999999999375	0.9999999999875	0	0.9999999999875
XM_071181937.1	8	2	0	4	LOC107450876	0.9999999999875	0.99999999995	0	0.999999999975	0.749999999978125	0.499999999985417	0.9999999999875	0	0.9999999999875
XM_016071856.3	8	5	0	0	LOC107454610	0.9999999999875	0.99999999998	0	0	0.499999999991875	0.577350269180244	0.9999999999875	0	0.9999999999875
XM_071182112.1	0	0	0	8	LOC107440430	0	0	0	0.9999999999875	0.249999999996875	0.49999999999375	0.9999999999875	0	0.9999999999875
XM_016068021.3	0	8	0	0	LOC107451801	0	0.9999999999875	0	0	0.249999999996875	0.49999999999375	0.9999999999875	0	0.9999999999875
XM_043044837.2	0	0	8	5	LOC107454714	0	0	0.9999999999875	0.99999999998	0.499999999991875	0.577350269180244	0.9999999999875	0	0.9999999999875
XM_071182423.1	0	0	8	1	LOC107451158	0	0	0.9999999999875	0.9999999999	0.499999999971875	0.57735026915715	0.9999999999875	0	0.9999999999875
XM_071182492.1	0	0	8	6	LOC107452224	0	0	0.9999999999875	0.999999999983333	0.499999999992708	0.577350269181206	0.9999999999875	0	0.9999999999875
XM_043052180.2	0	0	8	0	LOC107449509	0	0	0.9999999999875	0	0.249999999996875	0.49999999999375	0.9999999999875	0	0.9999999999875
XM_043052195.2	0	0	0	8	LOC107449509	0	0	0	0.9999999999875	0.249999999996875	0.49999999999375	0.9999999999875	0	0.9999999999875
XM_071184299.1	8	6	0	0	LOC107450796	0.9999999999875	0.999999999983333	0	0	0.499999999992708	0.577350269181206	0.9999999999875	0	0.9999999999875
XM_071185133.1	8	6	0	0	LOC107444662	0.9999999999875	0.999999999983333	0	0	0.499999999992708	0.577350269181206	0.9999999999875	0	0.9999999999875
XM_043051519.2	0	0	0	8	LOC107436601	0	0	0	0.9999999999875	0.249999999996875	0.49999999999375	0.9999999999875	0	0.9999999999875
XM_071185099.1	0	0	8	0	LOC107436601	0	0	0.9999999999875	0	0.249999999996875	0.49999999999375	0.9999999999875	0	0.9999999999875
XM_016073339.4	2	2	8	0	LOC107455694	0.99999999995	0.99999999995	0.9999999999875	0	0.749999999971875	0.49999999998125	0.9999999999875	0	0.9999999999875
XM_071185075.1	0	0	8	6	LOC107439409	0	0	0.9999999999875	0.999999999983333	0.499999999992708	0.577350269181206	0.9999999999875	0	0.9999999999875
XM_071185150.1	0	0	8	0	LOC122268347	0	0	0.9999999999875	0	0.249999999996875	0.49999999999375	0.9999999999875	0	0.9999999999875
XM_071186307.1	8	0	0	0	LOC107447802	0.9999999999875	0	0	0	0.249999999996875	0.49999999999375	0.9999999999875	0	0.9999999999875
XM_071187156.1	0	0	16	8	LOC107440408	0	0	0.941176470582699	0.9999999999875	0.48529411764255	0.560883715304002	0.9999999999875	0	0.9999999999875
XM_043045941.2	8	3	0	4	LOC107437701	0.9999999999875	0.999999999966667	0	0.999999999975	0.749999999982292	0.499999999988194	0.9999999999875	0	0.9999999999875
XM_043041139.2	0	0	8	3	LOC107456144	0	0	0.9999999999875	0.999999999966667	0.499999999988542	0.577350269176395	0.9999999999875	0	0.9999999999875
XM_071186618.1	0	8	0	0	LOC107452885	0	0.9999999999875	0	0	0.249999999996875	0.49999999999375	0.9999999999875	0	0.9999999999875
XM_071186499.1	0	0	0	8	LOC107445767	0	0	0	0.9999999999875	0.249999999996875	0.49999999999375	0.9999999999875	0	0.9999999999875
XM_043054356.2	8	6	3	0	LOC107441782	0.9999999999875	0.999999999983333	0.999999999966667	0	0.749999999984375	0.499999999989583	0.9999999999875	0	0.9999999999875
XM_071187841.1	0	1	8	4	LOC107437443	0	0.9999999999	0.9999999999875	0.999999999975	0.749999999965625	0.499999999977083	0.9999999999875	0	0.9999999999875
XR_001584417.3	0	8	0	0	LOC107446674	0	0.9999999999875	0	0	0.249999999996875	0.49999999999375	0.9999999999875	0	0.9999999999875
XM_016063809.3	0	0	8	2	LOC107448561	0	0	0.9999999999875	0.99999999995	0.499999999984375	0.577350269171583	0.9999999999875	0	0.9999999999875
XM_043041492.2	0	0	8	4	LOC107437106	0	0	0.9999999999875	0.999999999975	0.499999999990625	0.5773502691788	0.9999999999875	0	0.9999999999875
XM_016065058.3	0	0	8	0	LOC107449515	0	0	0.9999999999875	0	0.249999999996875	0.49999999999375	0.9999999999875	0	0.9999999999875
XM_071188247.1	0	8	0	0	LOC107443665	0	0.9999999999875	0	0	0.249999999996875	0.49999999999375	0.9999999999875	0	0.9999999999875
XM_071183679.1	0	0	7.995	2	LOC122268871	0	0	0.999999999987492	0.99999999995	0.499999999984373	0.577350269171581	0.999999999987492	0	0.999999999987492
