p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.7956689490162e-35	0.677692433212736	0.431	0.28	2.08638775186193e-31	3	LOC107456155
2.30019275799976e-35	0.805213403549671	0.354	0.218	2.67259396551992e-31	3	LOC107450141
8.19725330693389e-32	0.514207980130054	0.628	0.482	9.52438861732649e-28	3	LOC107442270
1.28846901219478e-31	0.789386134125042	0.302	0.178	1.49707214526911e-27	3	LOC107436425
3.49856937566084e-31	0.372552172839034	0.854	0.756	4.06498775758033e-27	3	LOC107440487
1.37583739754462e-29	0.398269235381122	0.735	0.617	1.59858547220709e-25	3	LOC107452096
6.90154194231231e-29	0.662419496366982	0.375	0.245	8.01890158277267e-25	3	LOC107439419
1.37247834343981e-28	0.431796797987916	0.678	0.548	1.59468258724272e-24	3	LOC107452175
6.16033638190101e-27	0.674458091144485	0.391	0.267	7.15769484213078e-23	3	LOC107438843
1.29209853467743e-25	0.450158441067006	0.613	0.489	1.50128928744171e-21	3	LOC107449281
2.61802921828707e-25	0.521755736349777	0.461	0.329	3.04188814872774e-21	3	LOC107456764
6.68508302257392e-25	0.660862005365577	0.349	0.232	7.76739796392864e-21	3	LOC107454357
1.68518426120712e-24	0.745772267729477	0.294	0.186	1.95801559309655e-20	3	LOC107447409
1.92546786775313e-24	0.403148267770689	0.328	0.204	2.23720111554236e-20	3	LOC107444341
3.18889568232373e-24	0.511584616243251	0.486	0.358	3.70517789329194e-20	3	LOC107439814
5.62835449989302e-24	0.300181237302645	0.862	0.783	6.5395850934257e-20	3	LOC107456861
6.97424313121434e-24	0.377849658329876	0.751	0.661	8.10337309415794e-20	3	LOC107452265
1.16679471374878e-23	0.457948614461329	0.594	0.481	1.35569877790471e-19	3	LOC107453030
1.3102836654078e-23	0.323400747132717	0.813	0.714	1.52241859083732e-19	3	LOC107447334
1.38096645581329e-23	0.310071841983503	0.893	0.832	1.60454492500946e-19	3	LOC107443600
4.29357079613904e-23	0.683221003289923	0.301	0.195	4.98869990803395e-19	3	LOC107436974
2.67417407681159e-22	0.440111686219477	0.546	0.421	3.10712285984738e-18	3	LOC107451734
1.3261578168234e-21	0.526019534504023	0.446	0.327	1.54086276736711e-17	3	LOC107455966
1.63457475494668e-21	0.677359516390931	0.261	0.163	1.89921240777254e-17	3	LOC107450601
5.3093231167159e-21	0.641644861135302	0.33	0.225	6.16890252931221e-17	3	LOC107457026
6.60593760695945e-21	0.425518308517257	0.553	0.428	7.67543890552619e-17	3	LOC107448507
7.05621171814819e-21	0.60941877307731	0.328	0.223	8.19861239531638e-17	3	LOC107457339
7.32667374515158e-21	0.482641859456291	0.41	0.292	8.51286222449162e-17	3	LOC107439986
7.55480891721044e-21	0.624982675372411	0.324	0.219	8.77793248090681e-17	3	LOC107455936
9.96799489181307e-21	0.399855773681749	0.587	0.468	1.15818132647976e-16	3	LOC107441374
1.00649809031255e-20	0.476245963597656	0.499	0.384	1.16945013113415e-16	3	LOC107443363
2.75374843938532e-20	0.448417842890003	0.506	0.387	3.1995803117218e-16	3	LOC107453160
1.03119871842435e-19	0.638656867762399	0.272	0.176	1.19814979093725e-15	3	LOC107440587
3.23540239150015e-19	0.374942927188913	0.635	0.53	3.75921403868403e-15	3	LOC107448208
3.23925554763447e-19	0.317950742872576	0.511	0.378	3.76369102079649e-15	3	LOC107452032
3.811199910272e-19	0.431645465044602	0.531	0.418	4.42823317574503e-15	3	LOC107439899
9.0247669060017e-19	0.33970318677544	0.734	0.647	1.04858766680834e-14	3	LOC107440458
1.07330659126533e-18	0.33000688318326	0.663	0.554	1.24707492839119e-14	3	LOC107455337
3.52102678898864e-18	0.48209307103132	0.37	0.264	4.09108102612591e-14	3	LOC107449571
6.94478203840599e-18	0.660077681958628	0.277	0.188	8.06914225042392e-14	3	LOC107448144
1.05679783076249e-17	0.473380700941804	0.426	0.322	1.22789339956294e-13	3	LOC107453126
1.07304914389766e-17	0.37007819746797	0.596	0.497	1.24677580029469e-13	3	LOC107440173
1.37739129618634e-17	0.611218248775112	0.266	0.177	1.60039094703891e-13	3	LOC107438450
8.41288712515607e-17	0.521159441015272	0.35	0.253	9.77493355071884e-13	3	LOC107452306
1.25499643935808e-16	0.373225515494278	0.547	0.441	1.45818036289016e-12	3	LOC107451683
2.80017816503766e-16	0.340993244393024	0.514	0.403	3.25352700995726e-12	3	LOC107442556
3.30927777501973e-16	0.291225054728041	0.746	0.663	3.84504984679543e-12	3	LOC107442666
3.51689398059932e-16	0.624379866759162	0.253	0.169	4.08627911605835e-12	3	LOC107456411
4.84435829643893e-16	0.518020669644537	0.359	0.266	5.6286599046324e-12	3	LOC107439559
9.85149070092082e-16	0.527391961125677	0.358	0.265	1.14464470453999e-11	3	LOC107436592
1.2301478640512e-15	0.535179279781935	0.353	0.263	1.42930880324109e-11	3	LOC107442580
1.82405905001381e-15	0.340076980439257	0.556	0.454	2.11937421021105e-11	3	LOC107440339
2.21667479001147e-15	0.638490783028331	0.258	0.177	2.57555443851433e-11	3	LOC107440428
2.63653378412104e-15	0.350667310782807	0.568	0.471	3.06338860377023e-11	3	LOC107441110
3.24212282242354e-15	0.310865212041591	0.672	0.573	3.76702250737392e-11	3	LOC107441752
1.05945038319118e-14	0.385994093653133	0.43	0.331	1.23097540022983e-10	3	LOC107436998
1.58158684885102e-14	0.286586795638086	0.681	0.591	1.83764575968e-10	3	LOC107439613
1.93935735655673e-14	0.508748792906915	0.293	0.207	2.25333931258326e-10	3	LOC107436332
1.94476761903101e-14	0.359636450746323	0.484	0.385	2.25962549655213e-10	3	LOC122271576
3.2892796663553e-14	0.480193432309657	0.306	0.219	3.82181404433822e-10	3	LOC107447927
6.49385256957419e-14	0.332779656044995	0.513	0.409	7.54520730058825e-10	3	LOC107455555
7.64275315723348e-14	0.511236626662599	0.328	0.243	8.88011489338958e-10	3	LOC107455150
7.78648689786098e-14	0.410937963691277	0.433	0.34	9.04711912662467e-10	3	LOC107436525
8.91918428081716e-14	0.460951900122976	0.327	0.239	1.03632002158815e-09	3	LOC107450685
1.83220683257156e-13	0.453653523953185	0.311	0.225	2.1288411187649e-09	3	LOC107448850
2.49410790041425e-13	0.332144483037377	0.6	0.512	2.89790396949132e-09	3	LOC107455693
3.68264166730431e-13	0.547234768141358	0.254	0.178	4.27886135324088e-09	3	LOC107457201
4.31771042514247e-13	0.318918879135643	0.553	0.461	5.01674774297304e-09	3	LOC107452299
4.3640976967098e-13	0.515512025112723	0.32	0.24	5.07064511380712e-09	3	LOC107457197
5.47496338769037e-13	0.435609565399971	0.384	0.298	6.36135996015745e-09	3	LOC107455987
6.08741637355491e-13	0.438523345253835	0.34	0.255	7.07296908443345e-09	3	LOC107445449
7.06052076895213e-13	0.374049305611457	0.52	0.436	8.20361908144548e-09	3	LOC107441566
8.15628534520861e-13	0.48978025848814	0.289	0.209	9.47678794259789e-09	3	LOC107437386
1.72617356026544e-12	0.375177436084166	0.426	0.336	2.00564105967241e-08	3	LOC107438605
1.92273128380638e-12	0.511573633094627	0.278	0.201	2.23402147865463e-08	3	LOC107452137
2.23908344197247e-12	0.333692850531159	0.514	0.426	2.60159105122782e-08	3	LOC110282463
2.32478063641021e-12	0.434720331308208	0.301	0.22	2.70116262144502e-08	3	LOC107456407
2.51418362180089e-12	0.415719479807624	0.407	0.323	2.92122995017045e-08	3	LOC107454300
3.28665041310596e-12	0.298923519586038	0.644	0.564	3.81875911498782e-08	3	LOC107449234
6.95046458194437e-12	0.282414545200828	0.579	0.487	8.07574479776116e-08	3	LOC107443579
1.04243360877014e-11	0.333819975203768	0.459	0.37	1.21120361003002e-07	3	LOC107456071
1.38104398282286e-11	0.309815495820692	0.577	0.495	1.60463500364188e-07	3	LOC107455330
1.40590102775748e-11	0.390291418357479	0.381	0.296	1.63351640415142e-07	3	LOC107454244
1.52277869367665e-11	0.418524626270006	0.361	0.28	1.7693165641829e-07	3	LOC107444512
1.64749878823019e-11	0.404546607313098	0.357	0.276	1.91422884204465e-07	3	LOC107446640
1.73402993333974e-11	0.346207828595808	0.458	0.376	2.01476937954744e-07	3	LOC107448034
2.8887412014605e-11	0.273066477295206	0.672	0.602	3.35642840197695e-07	3	LOC107456831
3.54805707526539e-11	0.443830732372849	0.293	0.219	4.12248751575085e-07	3	LOC107449610
4.07332670795683e-11	0.401692302012135	0.317	0.239	4.73279830197504e-07	3	LOC107443451
6.1265088333458e-11	0.267348273181594	0.573	0.483	7.11839061346448e-07	3	LOC107449304
6.69233842420378e-11	0.374685978583514	0.384	0.304	7.77582801508238e-07	3	LOC107450753
7.04169053753858e-11	0.482464911899104	0.269	0.199	8.18174023556608e-07	3	LOC107444150
1.06686987657476e-10	0.411794120892372	0.26	0.189	1.23959610959221e-06	3	LOC107456994
1.1345324776704e-10	0.283837108494567	0.514	0.426	1.31821328580524e-06	3	LOC107437607
1.87652204655639e-10	0.383778268643933	0.379	0.302	2.18033096589387e-06	3	LOC107449732
2.36852817935938e-10	0.29726264232257	0.565	0.49	2.75199289159766e-06	3	LOC107444485
4.43641872680587e-10	0.394387029373028	0.312	0.239	5.15467491867574e-06	3	LOC107456009
4.87055845378702e-10	0.317090049964555	0.95	0.945	5.65910186745514e-06	3	LOC107439693
6.39473473601492e-10	0.364652825831113	0.329	0.255	7.43004228977573e-06	3	LOC107456545
6.65590559700168e-10	0.37939437165788	0.358	0.285	7.73349671315625e-06	3	LOC107448583
6.9371397156593e-10	0.32691157905195	0.47	0.396	8.06026263562454e-06	3	LOC107437616
7.00382856055299e-10	0.253639197257368	0.565	0.48	8.13774840450651e-06	3	LOC107438136
7.93242346219537e-10	0.349978767638404	0.362	0.284	9.2166828207248e-06	3	LOC107452752
0	2.20568508419644	0.681	0.13	0	4	LOC107446990
0	3.93252011564424	0.564	0.045	0	4	LOC107438548
0	4.0992941560509	0.506	0.042	0	4	LOC107437681
0	3.31813354145371	0.465	0.058	0	4	LOC107438841
0	3.11096889692171	0.407	0.062	0	4	LOC107451770
0	2.55752089146435	0.387	0.047	0	4	LOC107448812
0	3.37015395010412	0.34	0.039	0	4	LOC107437526
0	4.20296455927496	0.308	0.019	0	4	LOC107441450
0	4.19094152499993	0.3	0.019	0	4	LOC107456536
0	3.25483327036482	0.273	0.032	0	4	LOC107436092
8.46259850637813e-273	2.38720254256272	0.357	0.075	9.83269320456075e-269	4	LOC107451197
9.4014681975562e-259	2.16743524319348	0.365	0.081	1.09235658987405e-254	4	LOC107448750
5.40440249876593e-229	2.37328237755309	0.367	0.093	6.27937526331613e-225	4	LOC107454216
7.31456659190491e-194	1.88851680043151	0.314	0.076	8.49879492313432e-190	4	LOC107452693
1.49474306779142e-171	1.92446879785789	0.301	0.078	1.73674197046685e-167	4	LOC107438411
2.74517833027864e-158	1.79299653946344	0.398	0.137	3.18962270195075e-154	4	LOC107455742
2.9285416474834e-157	2.1220239504285	0.256	0.062	3.40267254021097e-153	4	LOC107455689
1.93129023895339e-155	1.96226557874407	0.29	0.078	2.24396612863994e-151	4	LOC107455285
3.59028819580345e-155	1.89649264216465	0.347	0.109	4.17155585470403e-151	4	LOC107449707
4.21995605473084e-151	1.85973561652455	0.333	0.101	4.90316693999176e-147	4	LOC107438641
9.46561295844124e-125	1.26588274969018	0.588	0.309	1.09980956964129e-120	4	LOC107441543
1.17000524689813e-76	0.583101962590429	0.879	0.699	1.35942909637093e-72	4	LOC107456524
1.59616956027393e-76	0.758193313080501	0.732	0.508	1.85458941208228e-72	4	LOC107456959
1.10518348494631e-66	0.921560937260569	0.533	0.32	1.28411269115912e-62	4	LOC107451211
1.00349213474004e-65	1.23942911004424	0.284	0.123	1.16595751135445e-61	4	LOC107451344
4.77877840647502e-64	0.436103219917597	0.947	0.851	5.55246263048332e-60	4	LOC107438795
6.30955971248161e-63	1.1744361542388	0.401	0.218	7.33107742993238e-59	4	LOC110282861
1.40691645579605e-60	0.761137997370299	0.588	0.374	1.63469622998943e-56	4	LOC107452032
5.70291630611565e-54	0.92376263185485	0.408	0.228	6.62621845607577e-50	4	LOC107454357
7.23260845862585e-51	0.388218579524452	0.952	0.883	8.40356776807737e-47	4	LOC107457378
1.02185096319055e-49	0.338027863473931	0.969	0.903	1.1872886341311e-45	4	LOC107444945
1.03716884002662e-49	0.837180513473653	0.458	0.279	1.20508647522693e-45	4	LOC107456155
2.28733569446243e-49	0.766436511633734	0.504	0.321	2.6576553433959e-45	4	LOC107452288
9.35236688686409e-44	1.00008453618204	0.324	0.177	1.08665150858474e-39	4	LOC107436425
8.93635918724237e-43	0.296835890970062	0.99	0.946	1.03831557396569e-38	4	LOC107441347
4.2733858002294e-42	0.405006936166786	0.884	0.755	4.96524696128654e-38	4	LOC107440487
5.72071777960036e-40	0.547486653886219	0.672	0.508	6.64690198811765e-36	4	LOC107455693
1.30353012149951e-39	0.627246569710799	0.555	0.385	1.51457164817028e-35	4	LOC107453160
1.61295857388291e-37	0.984028574937721	0.267	0.142	1.87409656699455e-33	4	LOC107447724
2.72909539521918e-37	0.603654031164365	0.536	0.372	3.17093593970517e-33	4	LOC107454645
2.96969211091514e-37	0.793179283182176	0.396	0.246	3.4504852636723e-33	4	LOC107449275
5.45637704394362e-36	0.895933100757742	0.292	0.161	6.33976448735809e-32	4	LOC107456864
1.949601477603e-35	0.447785813043636	0.744	0.617	2.26524195682692e-31	4	LOC107452096
5.52076346893356e-35	0.40929666059179	0.836	0.713	6.41457507455391e-31	4	LOC107447334
2.00133209289504e-34	0.791748793945984	0.325	0.189	2.32534775873475e-30	4	LOC139426036
4.86020755218414e-34	0.616449181768028	0.66	0.538	5.64707515488276e-30	4	LOC107443783
2.81339959069386e-32	0.634993828750994	0.478	0.329	3.2688889844272e-28	4	LOC107456764
4.02646006544719e-32	0.773050176053937	0.324	0.193	4.67834395004309e-28	4	LOC107442189
6.97646224259047e-32	0.906696360959071	0.256	0.141	8.10595147966587e-28	4	LOC107440147
3.80842552767592e-30	0.518719726680478	0.595	0.452	4.42500962060665e-26	4	LOC107440339
1.36874285322378e-29	0.497692066923795	0.621	0.482	1.59034232116071e-25	4	LOC107442270
9.91223452266128e-27	0.64725877078588	0.364	0.237	1.15170252918801e-22	4	LOC107450685
1.71485725944679e-26	0.64090386247351	0.391	0.263	1.99249264975122e-22	4	LOC107436592
2.33934476885373e-26	0.539787676914093	0.547	0.417	2.71808468693115e-22	4	LOC107446235
3.36038159028986e-26	0.596519800208206	0.451	0.321	3.90442736975779e-22	4	LOC107453126
4.21723447097448e-26	0.462822056277747	0.614	0.48	4.90000473182525e-22	4	LOC107449304
4.99687793294571e-26	0.524085386178386	0.456	0.316	5.80587247028963e-22	4	LOC107443911
5.92225160187969e-26	0.558765011252852	0.472	0.339	6.88106413622402e-22	4	LOC107438878
8.32191021055164e-26	0.678174926838706	0.359	0.237	9.66922747363995e-22	4	LOC107443451
3.39752008852304e-25	0.412045990645072	0.675	0.554	3.94757859085491e-21	4	LOC107455337
4.44155798620676e-24	0.514527881712738	0.487	0.358	5.16064622417364e-20	4	LOC107439814
4.80012711832907e-24	0.667979603587155	0.36	0.242	5.57726769878655e-20	4	LOC107450518
1.82497202190543e-23	0.4863166131711	0.442	0.312	2.12043499225192e-19	4	LOC107450463
2.20488342725437e-23	0.389836372993741	0.675	0.549	2.56185405412685e-19	4	LOC107452175
2.77391182450583e-23	0.430286845118657	0.321	0.2	3.22300814889332e-19	4	LOC107453771
3.0182419213124e-22	0.3458336285585	0.768	0.662	3.50689528837288e-18	4	LOC107442666
3.78223041451044e-21	0.506608017164176	0.472	0.351	4.39457351861968e-17	4	LOC107440180
1.19202764526475e-20	0.601015082165985	0.356	0.246	1.38501692103311e-16	4	LOC107439419
1.97162532154556e-20	0.445128309778362	0.551	0.435	2.29083146110379e-16	4	LOC107441566
4.71537490160995e-20	0.386004112117093	0.613	0.496	5.4787940981806e-16	4	LOC107440173
4.97744266738079e-20	0.604457996155922	0.322	0.216	5.78329063522974e-16	4	LOC107444939
1.73191171754381e-19	0.490713555296583	0.418	0.301	2.01230822461415e-15	4	LOC107453040
3.64237254035032e-19	0.365278931758722	0.601	0.478	4.23207265463303e-15	4	LOC107457376
4.87801055423117e-19	0.334058394853012	0.703	0.593	5.6677604629612e-15	4	LOC107443494
6.83228209402212e-19	0.477676892932393	0.437	0.322	7.93842856504431e-15	4	LOC107454300
1.73401944452205e-18	0.460907933497468	0.427	0.314	2.01475719259017e-14	4	LOC107449398
5.06576735427546e-18	0.306387472274947	0.255	0.158	5.88591508893266e-14	4	LOC107448645
5.58424667648436e-18	0.660283065757107	0.258	0.167	6.48833621340718e-14	4	LOC107449604
6.27444651974289e-18	0.681520498286157	0.254	0.165	7.29027941128926e-14	4	LOC122268385
7.47354320006429e-18	0.353472249312111	0.692	0.601	8.6835098441547e-14	4	LOC107456831
8.59078947809603e-18	0.394596444698086	0.582	0.479	9.98163829459977e-14	4	LOC107438136
3.27353437284028e-17	0.550017635691735	0.313	0.216	3.80351958780312e-13	4	LOC107454980
3.64090650279894e-17	0.502275823307735	0.4	0.295	4.23036926560209e-13	4	LOC107450126
4.4408386643708e-17	0.376625210949508	0.577	0.47	5.15981044413243e-13	4	LOC107441110
2.2790191340388e-16	0.580751361639187	0.287	0.196	2.64799233183969e-12	4	LOC107455103
3.70911687305896e-16	0.560343379871457	0.278	0.188	4.3096228948072e-12	4	LOC107447409
1.25631873149926e-15	0.506717522078704	0.349	0.253	1.45971673412899e-11	4	LOC107452306
1.30423370671036e-15	0.439464395232179	0.442	0.34	1.51538914382677e-11	4	LOC107436525
1.50359790651438e-15	0.287110202026872	0.675	0.573	1.74703040757906e-11	4	LOC107441752
1.25781658482201e-14	0.471972689909683	0.37	0.276	1.46145708990469e-10	4	LOC107446640
2.39887822985766e-14	0.454245079596845	0.393	0.3	2.78725661527162e-10	4	LOC107440725
2.82952420929517e-14	0.325695312590016	0.597	0.494	3.28762417878006e-10	4	LOC107455330
3.30290153225402e-14	0.374408240919409	0.476	0.375	3.83764129032595e-10	4	LOC107448034
4.15916722477094e-14	0.502258722842015	0.319	0.231	4.83253639846136e-10	4	LOC107455338
4.56543758239047e-14	0.581482220606507	0.265	0.184	5.30458192697948e-10	4	LOC107456345
6.08866256343373e-14	0.529390202981563	0.304	0.218	7.07441703245365e-10	4	LOC107449610
7.47956399134621e-14	0.419677012587901	0.374	0.28	8.69050540154516e-10	4	LOC107444512
1.2008142614105e-13	0.396817965821566	0.484	0.391	1.39522609033286e-09	4	LOC107440103
1.33370944672898e-13	0.544964535281481	0.269	0.188	1.54963700615441e-09	4	LOC107456994
1.73199066444459e-13	0.413689129389304	0.462	0.37	2.01239995301817e-09	4	LOC107451678
1.99079642194667e-13	0.420478429908506	0.423	0.332	2.31310636265984e-09	4	LOC107436998
4.21631031840902e-13	0.407408277065799	0.407	0.316	4.89893095895944e-09	4	LOC107439203
6.18159594778249e-13	0.371536960621832	0.434	0.341	7.18239633172848e-09	4	LOC107445993
7.55873279712006e-13	0.422978310005592	0.393	0.304	8.78249163697379e-09	4	LOC107444182
7.57827505362595e-13	0.347605787141517	0.532	0.441	8.80519778480799e-09	4	LOC107456988
7.81530479496342e-13	0.55592288373457	0.266	0.189	9.080602641268e-09	4	LOC107448144
3.02799385129049e-12	0.503765496912704	0.283	0.205	3.51822605581442e-08	4	LOC107455740
3.08647751444609e-12	0.355993941996408	0.457	0.366	3.58617822403491e-08	4	LOC107440081
3.75143324991345e-12	0.258463242942956	0.673	0.592	4.35879029307443e-08	4	LOC107439613
4.32133532146182e-12	0.379605932102055	0.473	0.385	5.02095951000649e-08	4	LOC107456160
5.21244354409803e-12	0.482557942729644	0.267	0.19	6.0563381538875e-08	4	LOC122272139
5.61191655710075e-12	0.510882503827536	0.265	0.19	6.52048584769536e-08	4	LOC107442485
7.12548651555634e-12	0.27856861381643	0.583	0.491	8.27910278242491e-08	4	LOC107449281
8.60373533389967e-12	0.490378141983904	0.284	0.206	9.99668008445803e-08	4	LOC107444141
1.14554693922389e-11	0.379784897408401	0.421	0.333	1.33101098868424e-07	4	LOC107437746
1.57553372535466e-11	0.324724540020585	0.519	0.431	1.83061263548958e-07	4	LOC107448507
1.74227150182366e-11	0.444612252644901	0.284	0.207	2.02434525796891e-07	4	LOC107448612
2.29217716454699e-11	0.397779279379089	0.415	0.332	2.66328064748715e-07	4	LOC107445296
3.89389027884721e-11	0.433584316758177	0.401	0.325	4.52431111499258e-07	4	LOC107436306
5.9976914837005e-11	0.397565710295904	0.352	0.27	6.96871773491161e-07	4	LOC107438843
7.60019843449451e-11	0.363306734955731	0.453	0.372	8.83067056103917e-07	4	LOC107454427
8.18008979100013e-11	0.440848240359894	0.291	0.216	9.50444632816305e-07	4	LOC107457145
1.51664433389468e-10	0.313527167589595	0.503	0.424	1.76218905155223e-06	4	LOC107451734
2.47907554634698e-10	0.352804372166988	0.409	0.33	2.88043787730056e-06	4	LOC107455966
2.76025513746029e-10	0.294009398154278	0.489	0.402	3.20714044421512e-06	4	LOC107447827
4.61965386068389e-10	0.320695010663692	0.47	0.386	5.36757582072862e-06	4	LOC122271576
6.88262721802021e-10	0.39538248186721	0.277	0.207	7.99692456461769e-06	4	LOC107441952
7.1539691678487e-10	0.397148759215762	0.369	0.295	8.31219677612341e-06	4	LOC107439986
7.51165014774738e-10	0.278040144359881	0.472	0.386	8.72778630666769e-06	4	LOC107443363
0	1.7202671777766	0.78	0.282	0	5	LOC107450669
0	3.29779370254185	0.554	0.089	0	5	LOC107447606
0	2.57593310018534	0.366	0.066	0	5	LOC107447498
3.84469413197559e-305	1.97644186998208	0.605	0.19	4.46715011194244e-301	5	LOC107447505
1.24585831708917e-271	3.22210798066213	0.263	0.041	1.44756277862591e-267	5	LOC107447499
1.41650157808303e-266	1.57484663361531	0.714	0.281	1.64583318357468e-262	5	LOC139424846
1.10146991827318e-242	2.02399613982957	0.428	0.113	1.27979789804161e-238	5	LOC107448451
3.90108601936646e-238	1.69676626214679	0.559	0.188	4.53267184590189e-234	5	LOC107452584
1.59349831587011e-130	1.47610480050108	0.414	0.159	1.85148569320948e-126	5	LOC107443472
7.32275366412964e-117	1.80328040178582	0.524	0.275	8.50830748235223e-113	5	LOC107438946
2.85816110025972e-111	0.929582825950654	0.817	0.608	3.32089738239177e-107	5	LOC107449226
8.45387430029159e-77	1.26963174251499	0.297	0.12	9.8225565495088e-73	5	LOC107451660
1.27237071287148e-69	0.8207793165884	0.444	0.223	1.47836753128537e-65	5	LOC107454167
1.17084210021383e-66	0.915890814367896	0.531	0.317	1.36040143623845e-62	5	LOC107454259
2.82453196458722e-63	0.726124441745592	0.614	0.396	3.28182368965389e-59	5	LOC107439046
5.80306734681967e-57	0.343281136101319	0.991	0.946	6.74258395026978e-53	5	LOC107441347
1.08011305598049e-52	1.20396461998636	0.274	0.128	1.25498335974374e-48	5	LOC107442050
1.91696954066448e-48	0.598813633181783	0.698	0.511	2.22732690929806e-44	5	LOC107456959
2.21023236314152e-47	0.33134898532764	0.978	0.902	2.56806898273413e-43	5	LOC107444945
3.77935438008887e-47	0.495203547386992	0.838	0.701	4.39123185422526e-43	5	LOC107456524
7.46975891919662e-47	0.746680444233534	0.389	0.215	8.67911288821455e-43	5	LOC107437748
2.59469812444744e-42	1.05068447127859	0.279	0.143	3.01477975079548e-38	5	LOC107437305
3.30795120747574e-41	0.705290027366298	0.364	0.202	3.84350850796607e-37	5	LOC107444341
4.81728427166201e-39	0.345659021801326	0.93	0.853	5.59720259524409e-35	5	LOC107438795
1.77097584793062e-37	0.561899126930126	0.661	0.509	2.05769683771059e-33	5	LOC107455693
3.78644602571065e-36	0.566553291376281	0.553	0.385	4.3994716372732e-32	5	LOC107453160
7.2151764664233e-36	0.380758335109669	0.881	0.755	8.38331353633723e-32	5	LOC107440487
1.38326528234841e-35	0.308172653049708	0.939	0.884	1.60721593156062e-31	5	LOC107457378
1.0856634719265e-30	0.714230802758675	0.367	0.231	1.2614323880314e-26	5	LOC107454357
1.09664596787293e-28	0.61659591346281	0.48	0.341	1.27419295007156e-24	5	LOC107446842
1.78351672435673e-28	0.735726202220135	0.292	0.173	2.07226808203008e-24	5	LOC107438015
5.18477455245562e-26	0.323602281304459	0.832	0.713	6.02418955249819e-22	5	LOC107447334
7.2527669189123e-26	0.602373170884992	0.403	0.272	8.4269898830842e-22	5	LOC107441084
3.54161828222281e-25	0.461505667552852	0.613	0.477	4.11500628211468e-21	5	LOC107438136
5.68077011919433e-25	0.46056612631059	0.607	0.478	6.60048680149189e-21	5	LOC107457376
6.8184752756949e-24	0.719292831163402	0.258	0.153	7.9223864228299e-20	5	LOC107450101
2.60367911032056e-23	0.473776065701677	0.589	0.47	3.02521475828146e-19	5	LOC107441110
3.76361660288719e-23	0.490864898304772	0.577	0.44	4.37294613089463e-19	5	LOC107451685
5.74174256996369e-23	0.474373840810346	0.549	0.421	6.67133069204082e-19	5	LOC107451734
6.58067009265339e-23	0.558628261347467	0.316	0.2	7.64608058065397e-19	5	LOC107453771
7.70966108320178e-23	0.486039902013719	0.505	0.374	8.95785521257214e-19	5	LOC107454645
2.746484040985e-21	0.614157422507285	0.485	0.378	3.19113980722048e-17	5	LOC107451346
4.08983124261234e-21	0.509636948416671	0.491	0.374	4.75197492079127e-17	5	LOC107448034
3.74699953897208e-20	0.590555295988604	0.281	0.179	4.35363876433166e-16	5	LOC107443946
1.10264413283822e-19	0.423370205762536	0.588	0.468	1.28116221794473e-15	5	LOC107441374
2.53538828842509e-19	0.466367526722108	0.476	0.359	2.94586765232111e-15	5	LOC107439814
4.21746034169569e-19	0.565869643932766	0.355	0.247	4.90026717101622e-15	5	LOC107439419
5.93485102128458e-19	0.485737923818922	0.444	0.331	6.89570340163055e-15	5	LOC107456764
6.94849925768391e-19	0.441669201042061	0.55	0.44	8.07346128750293e-15	5	LOC107456988
4.68701856429709e-18	0.49486923950603	0.425	0.314	5.44584686985679e-14	5	LOC107449398
6.72513000587364e-18	0.636943551836425	0.257	0.165	7.81392855382458e-14	5	LOC122268385
2.28387518738519e-17	0.398910885275992	0.532	0.418	2.65363458022285e-13	5	LOC107446235
2.85235408743393e-17	0.350152119470487	0.652	0.551	3.31415021418949e-13	5	LOC107452175
2.71905303734754e-16	0.484890635000891	0.387	0.284	3.1592677240941e-12	5	LOC107456155
1.03078509531941e-15	0.392124784954259	0.479	0.369	1.19766920225163e-11	5	LOC107451678
1.08058687196487e-15	0.443494927053597	0.431	0.329	1.25553388653598e-11	5	LOC107455966
2.35460457721585e-15	0.6099321831818	0.274	0.188	2.73581505826709e-11	5	LOC107456994
2.39766930769615e-15	0.462898176843454	0.432	0.331	2.78585196861216e-11	5	LOC107436998
4.62568202718659e-15	0.622921375619177	0.265	0.181	5.37457994738810e-11	5	LOC107441179
5.56150507411764e-15	0.348595943052416	0.6	0.497	6.46191274561728e-11	5	LOC107440173
1.23340365466566e-14	0.426458743217806	0.424	0.326	1.43309170635602e-10	5	LOC107445501
1.51774801784366e-14	0.356716789293628	0.539	0.436	1.76347142193255e-10	5	LOC107441566
1.9722350085217e-14	0.52986895340205	0.305	0.216	2.29153985640136e-10	5	LOC107454980
2.86126825834526e-14	0.419349625144589	0.414	0.315	3.32450758937135e-10	5	LOC107457543
3.21714526620597e-14	0.327147217451108	0.646	0.556	3.73800108480471e-10	5	LOC107455337
4.72146620673882e-14	0.466459349733957	0.331	0.239	5.48587158560984e-10	5	LOC107443451
9.77678254336834e-14	0.42731438276057	0.421	0.326	1.13596436371397e-09	5	LOC107452288
1.37772042291776e-13	0.487503112753981	0.369	0.28	1.60077335938815e-09	5	LOC107444512
1.57945544047025e-13	0.360720657540246	0.61	0.522	1.83516927628239e-09	5	LOC107450033
2.82723221586255e-13	0.264915573648822	0.704	0.62	3.2849611116107e-09	5	LOC107452096
